User_ID,Age_Group,Gender,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional_Stability,Lighting_Level,Temperature,Acoustic_Level,Layout_Adaptability,Space_Utilization,Movement_Pattern,Emotional_Feedback,Comfort_Level,Engagement_Level,Sentiment_Category,Predicted_Behavior
U1012,61+,Male,0.81,0.49,0.86,0.41,0.52,144.3,22.2,68.6,10,14.2,3,0.32,8,1,Happy,Socializing
U1013,61+,Female,0.62,0.64,0.25,0.63,0.33,222.7,20.0,65.8,5,22.3,4,0.57,5,9,Happy,Socializing
U1014,18-25,Female,0.69,0.69,0.48,0.51,0.65,174.2,20.8,60.5,1,27.2,4,0.16,2,8,Neutral,Relaxing
U1015,41-60,Female,0.4,0.7,0.22,0.71,0.55,858.8,18.9,72.6,0,14.6,3,0.67,6,3,Happy,Exploring
U1016,61+,Male,0.64,0.24,0.43,0.83,0.27,109.5,29.0,44.1,9,41.0,3,-0.47,9,4,Unhappy,Socializing
U1017,18-25,Male,0.52,0.8,0.58,0.67,0.34,875.5,24.4,74.3,3,7.5,2,-0.58,3,2,Unhappy,Exploring
U1018,26-40,Female,0.54,0.52,0.84,0.34,0.54,506.1,22.8,50.0,3,75.0,3,0.85,7,1,Happy,Relaxing
U1019,61+,Male,0.73,0.38,0.79,0.85,0.82,103.6,24.4,50.0,5,78.8,4,0.39,8,9,Happy,Exploring
U1020,18-25,Female,0.4,0.37,0.29,0.39,0.6,461.5,25.5,50.3,10,57.4,2,0.34,6,7,Happy,Working
U1021,26-40,Female,0.42,0.54,0.27,0.3,0.68,268.1,29.1,34.9,4,9.0,3,-0.07,3,3,Neutral,Relaxing
U1022,18-25,Female,0.85,0.82,0.61,0.26,0.44,662.0,20.1,78.8,8,89.0,2,-0.25,1,0,Unhappy,Exploring
U1023,61+,Male,0.24,0.46,0.57,0.59,0.6,711.4,21.5,36.9,7,96.6,2,0.11,3,5,Neutral,Relaxing
U1024,61+,Male,0.54,0.72,0.39,0.28,0.51,538.8,29.7,47.0,8,20.2,4,-0.76,6,5,Unhappy,Socializing
U1025,61+,Female,0.84,0.27,0.83,0.3,0.66,136.5,22.5,46.0,9,70.5,2,-0.09,4,1,Neutral,Working
U1026,26-40,Female,0.63,0.53,0.85,0.41,0.24,690.5,18.3,33.7,6,84.2,1,-0.09,1,1,Neutral,Relaxing
U1027,41-60,Female,0.58,0.89,0.48,0.4,0.55,857.8,19.8,37.6,8,54.0,2,0.08,6,7,Neutral,Exploring
U1028,41-60,Male,0.37,0.74,0.82,0.62,0.41,748.3,18.3,32.2,2,32.3,1,0.27,1,10,Happy,Socializing
U1029,26-40,Male,0.44,0.35,0.47,0.77,0.43,847.0,29.9,44.6,8,47.9,2,0.91,8,6,Happy,Exploring
U1030,41-60,Female,0.8,0.55,0.72,0.73,0.87,280.5,21.3,73.3,1,51.2,4,0.3,3,1,Happy,Exploring
U1031,18-25,Female,0.59,0.36,0.53,0.38,0.33,900.0,29.1,47.0,8,40.1,3,0.77,3,9,Happy,Relaxing
U1032,26-40,Female,0.56,0.49,0.29,0.37,0.42,390.0,30.0,36.2,5,93.0,4,0.11,1,0,Neutral,Relaxing
U1033,18-25,Male,0.27,0.75,0.85,0.88,0.56,112.1,25.2,62.3,3,74.4,1,0.25,3,10,Happy,Exploring
U1034,18-25,Female,0.21,0.74,0.52,0.21,0.8,859.1,18.4,79.8,10,24.1,4,-0.86,7,7,Unhappy,Relaxing
U1035,18-25,Female,0.87,0.36,0.71,0.82,0.49,947.6,19.0,41.6,1,58.6,3,-0.73,10,9,Unhappy,Exploring
U1036,26-40,Female,0.46,0.85,0.46,0.34,0.72,690.0,23.8,44.0,9,68.9,1,0.16,8,1,Neutral,Relaxing
U1037,26-40,Male,0.62,0.61,0.21,0.86,0.8,308.3,22.9,78.6,2,14.0,3,-0.21,8,4,Unhappy,Working
U1038,41-60,Male,0.26,0.47,0.27,0.44,0.42,326.6,25.3,38.9,4,35.8,4,0.6,3,5,Happy,Relaxing
U1039,18-25,Female,0.68,0.55,0.55,0.51,0.47,519.9,23.3,55.6,8,90.6,1,0.09,5,9,Neutral,Exploring
U1040,26-40,Male,0.85,0.62,0.68,0.69,0.45,908.0,29.2,42.0,6,56.7,2,0.76,1,0,Happy,Socializing
U1041,26-40,Male,0.6,0.59,0.43,0.61,0.78,234.6,24.4,76.6,10,21.7,4,0.94,9,1,Happy,Relaxing
U1042,41-60,Female,0.29,0.54,0.69,0.42,0.23,843.4,26.3,79.1,10,12.3,1,-0.7,8,9,Unhappy,Working
U1043,26-40,Male,0.61,0.55,0.69,0.59,0.42,362.2,28.8,70.7,2,51.8,3,-0.21,10,3,Unhappy,Working
U1044,26-40,Female,0.74,0.32,0.69,0.71,0.68,827.7,19.8,45.7,3,54.8,2,0.33,2,1,Happy,Working
U1045,41-60,Male,0.48,0.77,0.54,0.23,0.6,928.2,20.8,50.2,10,33.4,2,-0.39,10,10,Unhappy,Working
U1046,26-40,Female,0.82,0.58,0.84,0.21,0.51,484.7,19.3,42.1,1,63.0,3,-0.47,1,5,Unhappy,Exploring
U1047,18-25,Female,0.65,0.29,0.54,0.52,0.58,428.5,19.7,74.5,7,6.9,1,0.63,4,3,Happy,Working
U1048,18-25,Male,0.83,0.74,0.52,0.29,0.34,822.0,24.2,75.7,5,14.5,3,0.96,9,10,Happy,Socializing
U1049,41-60,Male,0.64,0.85,0.34,0.67,0.5,576.5,21.9,50.9,2,54.6,1,0.55,8,2,Happy,Relaxing
U1050,18-25,Male,0.29,0.86,0.42,0.35,0.55,716.0,23.1,62.8,4,6.2,2,0.05,3,5,Neutral,Working
U1051,41-60,Male,0.42,0.46,0.23,0.5,0.83,660.5,29.8,38.3,4,88.1,2,-0.11,10,8,Neutral,Relaxing
U1052,26-40,Female,0.34,0.29,0.64,0.34,0.38,237.6,19.9,51.7,0,14.2,2,0.08,6,7,Neutral,Exploring
U1053,61+,Female,0.84,0.56,0.37,0.58,0.81,860.3,24.5,61.6,4,67.4,2,-0.07,9,1,Neutral,Relaxing
U1054,41-60,Male,0.73,0.28,0.41,0.28,0.65,276.2,19.2,49.3,5,39.1,3,0.01,10,2,Neutral,Exploring
U1055,61+,Male,0.67,0.85,0.74,0.22,0.21,939.1,21.8,47.9,9,40.0,4,-0.59,8,1,Unhappy,Exploring
U1056,26-40,Male,0.41,0.33,0.43,0.24,0.71,325.5,24.3,30.0,9,76.5,4,0.81,10,9,Happy,Relaxing
U1057,41-60,Female,0.33,0.38,0.37,0.87,0.22,760.5,29.4,70.2,10,49.9,2,0.51,5,6,Happy,Working
U1058,26-40,Male,0.73,0.48,0.32,0.3,0.9,356.2,22.7,74.5,10,72.6,4,0.36,9,8,Happy,Socializing
U1059,26-40,Female,0.53,0.47,0.74,0.7,0.81,386.0,18.8,78.5,10,50.5,4,0.9,9,0,Happy,Relaxing
U1060,26-40,Female,0.36,0.76,0.29,0.25,0.41,379.0,22.7,66.0,1,59.3,2,-0.43,3,10,Unhappy,Socializing
U1061,41-60,Female,0.63,0.52,0.52,0.28,0.38,773.1,19.7,57.4,2,76.1,2,-0.84,8,2,Unhappy,Relaxing
U1062,61+,Male,0.23,0.32,0.55,0.56,0.47,601.1,20.8,43.5,9,60.7,1,0.65,4,5,Happy,Socializing
U1063,41-60,Female,0.43,0.39,0.68,0.53,0.45,894.7,25.4,80.0,4,61.6,2,1.0,10,3,Happy,Relaxing
U1064,26-40,Male,0.53,0.56,0.64,0.87,0.46,376.6,18.8,59.5,2,78.9,4,0.16,7,9,Neutral,Socializing
U1065,26-40,Male,0.3,0.3,0.77,0.86,0.42,722.8,23.6,64.1,4,94.9,2,-0.88,10,9,Unhappy,Socializing
U1066,41-60,Female,0.89,0.63,0.23,0.75,0.63,777.7,25.3,64.1,4,37.7,3,0.56,8,0,Happy,Relaxing
U1067,18-25,Female,0.35,0.6,0.41,0.62,0.31,236.3,23.1,72.3,7,57.7,1,-0.85,7,8,Unhappy,Relaxing
U1068,18-25,Male,0.29,0.7,0.4,0.52,0.79,460.5,18.2,30.5,9,8.6,1,0.08,5,6,Neutral,Exploring
U1069,26-40,Male,0.34,0.86,0.3,0.45,0.77,534.5,29.8,41.0,8,35.9,2,-0.44,1,10,Unhappy,Socializing
U1070,18-25,Male,0.74,0.84,0.4,0.86,0.53,420.1,22.4,63.3,7,41.2,4,0.83,8,6,Happy,Relaxing
U1071,18-25,Male,0.5,0.86,0.42,0.62,0.8,389.9,27.3,74.8,2,83.5,2,-0.1,5,0,Neutral,Working
U1072,18-25,Male,0.6,0.37,0.57,0.61,0.37,717.8,21.9,64.3,0,51.3,4,0.8,3,8,Happy,Working
U1073,18-25,Male,0.21,0.29,0.66,0.36,0.21,294.3,23.7,50.7,2,73.1,1,-0.4,2,7,Unhappy,Exploring
U1074,18-25,Male,0.22,0.41,0.47,0.23,0.63,738.5,22.7,48.1,0,1.9,3,-0.23,3,10,Unhappy,Working
U1075,61+,Female,0.51,0.83,0.7,0.86,0.52,941.5,22.1,66.9,10,46.4,3,0.89,9,9,Happy,Relaxing
U1076,26-40,Female,0.77,0.88,0.44,0.42,0.6,608.7,18.3,67.1,8,90.1,4,-0.6,2,4,Unhappy,Socializing
U1077,26-40,Female,0.82,0.8,0.4,0.51,0.83,650.3,22.3,60.4,2,22.4,1,0.16,10,3,Neutral,Relaxing
U1078,26-40,Male,0.26,0.28,0.58,0.28,0.88,162.0,28.7,44.6,7,3.2,1,-0.22,1,0,Unhappy,Working
U1079,18-25,Female,0.58,0.86,0.22,0.79,0.64,878.0,26.3,76.3,5,43.3,1,0.55,2,8,Happy,Working
U1080,61+,Female,0.84,0.5,0.26,0.22,0.73,356.9,19.7,57.6,2,70.4,4,-0.74,2,7,Unhappy,Relaxing
U1081,41-60,Female,0.47,0.21,0.49,0.78,0.26,653.5,25.1,69.5,8,45.4,1,-0.13,5,1,Neutral,Exploring
U1082,18-25,Female,0.78,0.51,0.86,0.3,0.31,981.2,28.7,40.7,7,46.0,1,0.4,1,3,Happy,Relaxing
U1083,26-40,Female,0.29,0.23,0.71,0.82,0.71,636.0,26.4,47.2,2,67.0,2,-0.19,10,3,Neutral,Exploring
U1084,41-60,Female,0.85,0.58,0.26,0.71,0.5,752.2,19.8,73.7,6,25.4,2,-0.88,8,6,Unhappy,Working
U1085,61+,Male,0.73,0.44,0.79,0.32,0.51,500.8,28.4,32.5,4,75.2,3,0.41,2,2,Happy,Socializing
U1086,26-40,Female,0.86,0.53,0.71,0.6,0.42,154.3,21.6,55.6,1,15.3,4,0.01,6,7,Neutral,Socializing
U1087,26-40,Female,0.67,0.63,0.63,0.42,0.63,817.8,23.4,54.1,7,39.6,2,-0.98,5,10,Unhappy,Relaxing
U1088,18-25,Female,0.45,0.81,0.77,0.32,0.33,131.5,24.3,67.6,0,65.6,4,0.23,2,6,Happy,Exploring
U1089,61+,Female,0.86,0.66,0.48,0.8,0.64,730.6,28.2,44.1,3,82.8,3,0.84,10,9,Happy,Working
U1090,18-25,Male,0.39,0.5,0.36,0.48,0.32,120.6,29.2,41.0,10,79.2,2,-0.78,1,3,Unhappy,Socializing
U1091,61+,Male,0.43,0.77,0.56,0.48,0.24,876.1,29.2,76.3,10,72.2,4,0.18,6,8,Neutral,Relaxing
U1092,26-40,Female,0.69,0.83,0.58,0.32,0.43,241.9,18.1,58.6,3,35.9,3,0.46,6,5,Happy,Relaxing
U1093,26-40,Female,0.74,0.28,0.58,0.47,0.36,562.8,29.1,35.2,9,12.2,2,-0.86,3,2,Unhappy,Working
U1094,26-40,Female,0.85,0.57,0.6,0.81,0.82,637.4,18.7,39.7,4,21.7,3,-0.95,8,6,Unhappy,Working
U1095,18-25,Male,0.34,0.4,0.86,0.45,0.24,511.8,21.2,79.9,3,86.5,2,-0.07,9,5,Neutral,Relaxing
U1096,18-25,Male,0.76,0.23,0.83,0.87,0.32,406.7,24.2,39.8,0,85.7,1,0.58,3,7,Happy,Relaxing
U1097,18-25,Female,0.72,0.67,0.81,0.86,0.58,521.0,23.8,60.5,6,95.2,3,-0.68,9,4,Unhappy,Relaxing
U1098,18-25,Female,0.24,0.8,0.76,0.3,0.54,380.3,25.3,51.0,9,7.6,3,0.67,8,5,Happy,Exploring
U1099,41-60,Female,0.47,0.31,0.86,0.32,0.23,494.3,23.8,74.3,10,53.7,3,0.31,5,0,Happy,Working
U1100,26-40,Male,0.4,0.77,0.27,0.8,0.21,423.0,29.2,67.8,1,64.9,1,-0.34,6,7,Unhappy,Relaxing
U1101,18-25,Female,0.41,0.8,0.39,0.47,0.89,609.6,20.9,59.8,9,71.1,4,0.03,1,0,Neutral,Working
U1102,61+,Male,0.89,0.84,0.55,0.2,0.66,314.1,21.3,30.5,2,64.4,1,0.93,5,2,Happy,Relaxing
U1103,41-60,Female,0.65,0.39,0.79,0.39,0.46,989.8,29.0,74.0,4,77.0,2,-0.57,10,1,Unhappy,Relaxing
U1104,61+,Male,0.7,0.83,0.55,0.62,0.53,550.8,18.9,52.2,7,35.9,2,-0.0,10,5,Neutral,Relaxing
U1105,61+,Male,0.88,0.42,0.72,0.76,0.39,274.7,25.3,76.6,9,17.9,1,0.25,7,7,Happy,Working
U1106,18-25,Female,0.46,0.59,0.3,0.29,0.44,529.4,26.2,54.8,7,20.5,2,-0.72,1,7,Unhappy,Relaxing
U1107,26-40,Female,0.76,0.24,0.38,0.28,0.65,879.8,24.1,64.7,1,1.2,3,-0.91,10,6,Unhappy,Relaxing
U1108,41-60,Male,0.5,0.23,0.71,0.85,0.82,119.6,26.3,33.5,8,35.0,4,-0.97,9,6,Unhappy,Working
U1109,26-40,Female,0.81,0.7,0.32,0.73,0.33,711.6,20.1,67.3,5,9.2,4,-0.35,7,7,Unhappy,Relaxing
U1110,18-25,Male,0.33,0.51,0.45,0.61,0.79,593.2,28.2,46.9,8,32.1,3,-0.85,4,4,Unhappy,Socializing
U1111,41-60,Male,0.86,0.38,0.39,0.74,0.29,252.6,19.7,47.6,3,62.8,2,0.61,4,2,Happy,Socializing
U1112,18-25,Male,0.35,0.33,0.44,0.5,0.35,835.7,22.8,35.9,2,89.4,3,0.99,10,1,Happy,Relaxing
U1113,18-25,Male,0.43,0.67,0.7,0.73,0.23,432.0,18.9,37.3,4,84.0,3,-0.88,7,2,Unhappy,Exploring
U1114,26-40,Female,0.73,0.2,0.46,0.46,0.3,364.4,24.5,39.3,4,25.3,2,-0.13,6,10,Neutral,Working
U1115,26-40,Male,0.48,0.76,0.59,0.37,0.84,845.3,26.0,46.4,3,13.4,3,-0.95,3,10,Unhappy,Relaxing
U1116,26-40,Female,0.63,0.26,0.27,0.71,0.52,674.7,29.3,74.6,6,19.3,2,-0.73,9,2,Unhappy,Working
U1117,18-25,Female,0.51,0.33,0.76,0.49,0.25,908.4,26.9,48.4,7,97.1,2,-0.35,6,6,Unhappy,Exploring
U1118,41-60,Male,0.72,0.47,0.46,0.89,0.87,666.9,24.5,66.2,4,54.9,2,-0.21,2,0,Unhappy,Exploring
U1119,18-25,Female,0.36,0.54,0.65,0.44,0.82,766.7,29.2,34.1,8,18.3,3,0.88,10,6,Happy,Working
U1120,18-25,Male,0.24,0.45,0.71,0.85,0.73,852.8,23.7,59.6,6,84.1,3,-0.21,2,5,Unhappy,Exploring
U1121,41-60,Female,0.41,0.42,0.35,0.85,0.85,149.3,24.7,54.1,6,39.5,2,-0.01,1,10,Neutral,Exploring
U1122,61+,Male,0.53,0.87,0.82,0.37,0.35,798.4,25.2,78.9,7,89.9,2,-0.51,5,9,Unhappy,Working
U1123,41-60,Male,0.32,0.65,0.63,0.76,0.79,652.3,22.9,72.3,3,26.1,4,-1.0,10,1,Unhappy,Exploring
U1124,41-60,Male,0.45,0.22,0.5,0.5,0.68,162.6,28.1,52.7,9,39.3,4,0.8,6,9,Happy,Socializing
U1125,26-40,Male,0.48,0.5,0.33,0.84,0.81,557.7,20.2,68.8,5,50.5,1,-0.84,3,0,Unhappy,Relaxing
U1126,26-40,Male,0.24,0.81,0.86,0.52,0.76,174.2,24.7,39.7,4,89.3,1,0.93,4,8,Happy,Socializing
U1127,18-25,Female,0.61,0.41,0.73,0.72,0.44,762.4,26.7,58.1,0,86.9,3,-0.74,5,1,Unhappy,Socializing
U1128,26-40,Female,0.82,0.27,0.35,0.53,0.74,591.9,28.8,33.7,8,57.4,2,0.21,4,3,Happy,Relaxing
U1129,26-40,Female,0.31,0.73,0.44,0.36,0.38,958.2,28.6,47.4,1,22.2,1,1.0,9,8,Happy,Socializing
U1130,18-25,Female,0.62,0.62,0.77,0.34,0.43,264.8,24.1,41.3,5,40.3,2,-0.72,3,8,Unhappy,Relaxing
U1131,41-60,Male,0.67,0.6,0.69,0.5,0.28,645.4,25.7,65.9,7,97.6,3,-0.15,5,10,Neutral,Relaxing
U1132,26-40,Male,0.49,0.24,0.74,0.73,0.85,290.4,22.7,54.5,2,60.8,3,0.56,7,0,Happy,Working
U1133,18-25,Male,0.69,0.3,0.51,0.62,0.4,652.7,23.6,67.6,4,78.1,2,-0.94,7,1,Unhappy,Relaxing
U1134,18-25,Male,0.49,0.64,0.7,0.68,0.56,750.4,28.9,55.8,6,45.0,2,0.38,6,1,Happy,Relaxing
U1135,26-40,Female,0.55,0.35,0.47,0.4,0.47,750.1,29.2,34.3,3,53.2,2,-0.84,9,1,Unhappy,Exploring
U1136,18-25,Female,0.21,0.55,0.35,0.54,0.87,833.6,28.7,66.8,4,42.9,1,-0.53,7,7,Unhappy,Exploring
U1137,41-60,Male,0.68,0.58,0.64,0.23,0.43,868.2,19.7,71.7,0,70.3,2,-0.68,4,7,Unhappy,Socializing
U1138,26-40,Male,0.66,0.4,0.88,0.77,0.74,169.5,28.2,75.2,3,85.1,1,0.81,10,9,Happy,Relaxing
U1139,26-40,Female,0.23,0.86,0.42,0.89,0.8,408.9,29.4,58.6,6,50.7,2,-0.64,9,7,Unhappy,Relaxing
U1140,26-40,Female,0.46,0.79,0.52,0.48,0.5,718.4,22.3,67.7,9,48.1,2,-0.92,6,3,Unhappy,Working
U1141,41-60,Male,0.89,0.71,0.67,0.21,0.46,548.7,24.2,67.6,6,34.0,3,0.18,1,7,Neutral,Relaxing
U1142,26-40,Female,0.49,0.25,0.58,0.32,0.72,271.6,27.3,37.8,9,17.7,3,-0.31,9,6,Unhappy,Working
U1143,26-40,Female,0.55,0.27,0.79,0.66,0.84,597.4,24.7,38.2,9,93.9,2,-0.19,7,7,Neutral,Relaxing
U1144,26-40,Male,0.84,0.54,0.73,0.63,0.73,466.7,29.9,33.5,3,31.6,1,-0.76,6,0,Unhappy,Exploring
U1145,18-25,Male,0.7,0.31,0.24,0.75,0.36,451.0,23.5,46.0,5,80.1,2,0.5,6,2,Happy,Exploring
U1146,41-60,Female,0.61,0.88,0.9,0.38,0.82,828.8,26.6,53.7,4,71.5,3,0.2,4,9,Neutral,Exploring
U1147,41-60,Female,0.76,0.31,0.73,0.73,0.47,466.8,27.5,79.9,0,79.1,1,-0.27,4,5,Unhappy,Socializing
U1148,26-40,Female,0.81,0.54,0.8,0.68,0.6,123.8,23.9,51.5,7,93.7,1,-0.66,3,0,Unhappy,Relaxing
U1149,41-60,Male,0.52,0.45,0.66,0.43,0.78,152.3,28.3,66.3,6,62.3,3,0.19,8,3,Neutral,Exploring
U1150,41-60,Male,0.53,0.65,0.8,0.58,0.33,870.6,24.6,64.7,4,89.8,3,0.56,8,8,Happy,Working
U1151,41-60,Female,0.47,0.29,0.28,0.3,0.75,964.5,22.9,40.2,9,16.8,2,-0.38,2,6,Unhappy,Exploring
U1152,41-60,Female,0.88,0.5,0.44,0.52,0.62,719.6,19.3,32.9,9,62.7,2,-0.95,5,0,Unhappy,Relaxing
U1153,26-40,Male,0.69,0.39,0.81,0.82,0.83,427.9,22.7,57.3,6,77.2,4,-0.57,9,5,Unhappy,Exploring
U1154,26-40,Female,0.26,0.82,0.34,0.49,0.32,944.7,26.8,65.0,9,27.2,4,0.36,9,5,Happy,Relaxing
U1155,26-40,Female,0.8,0.23,0.25,0.79,0.49,696.5,29.1,79.9,2,74.1,2,0.98,7,1,Happy,Relaxing
U1156,41-60,Female,0.54,0.84,0.75,0.61,0.78,859.9,21.0,47.9,7,77.8,3,-0.97,4,5,Unhappy,Exploring
U1157,18-25,Female,0.25,0.78,0.78,0.33,0.21,789.3,22.3,74.8,4,83.1,2,-0.39,4,9,Unhappy,Working
U1158,41-60,Female,0.58,0.41,0.31,0.61,0.28,441.2,19.8,49.1,1,31.3,4,-0.88,10,1,Unhappy,Socializing
U1159,41-60,Male,0.49,0.75,0.8,0.55,0.89,530.8,26.3,64.5,1,68.2,2,-0.37,7,7,Unhappy,Relaxing
U1160,18-25,Female,0.81,0.22,0.68,0.48,0.4,267.5,29.5,59.9,3,30.4,3,-0.19,3,6,Neutral,Socializing
U1161,41-60,Male,0.34,0.88,0.56,0.28,0.88,362.8,25.7,32.6,6,73.9,3,0.84,3,5,Happy,Exploring
U1162,18-25,Female,0.78,0.57,0.78,0.49,0.33,800.3,25.4,33.9,9,46.3,2,-0.84,5,9,Unhappy,Relaxing
U1163,26-40,Male,0.59,0.41,0.49,0.25,0.45,904.6,24.6,31.0,3,59.8,3,0.55,6,5,Happy,Relaxing
U1164,41-60,Female,0.24,0.45,0.34,0.27,0.73,752.0,19.1,48.5,8,41.6,2,-0.21,8,8,Unhappy,Exploring
U1165,18-25,Male,0.88,0.25,0.4,0.49,0.66,518.7,26.8,67.3,1,16.2,1,0.62,1,8,Happy,Socializing
U1166,41-60,Male,0.56,0.89,0.55,0.41,0.61,177.9,25.2,38.6,5,17.8,2,0.03,7,9,Neutral,Working
U1167,41-60,Male,0.4,0.23,0.57,0.85,0.57,151.3,25.9,60.3,3,7.8,4,-0.92,8,9,Unhappy,Exploring
U1168,26-40,Male,0.53,0.66,0.76,0.46,0.79,436.9,28.8,44.4,5,61.8,2,0.89,5,1,Happy,Exploring
U1169,18-25,Female,0.8,0.51,0.75,0.73,0.36,517.4,27.4,69.8,9,84.9,3,-0.83,10,2,Unhappy,Working
U1170,18-25,Female,0.41,0.86,0.61,0.57,0.51,648.2,27.4,69.9,8,2.1,3,0.2,2,9,Neutral,Working
U1171,26-40,Female,0.33,0.37,0.75,0.69,0.31,105.8,29.1,68.8,9,6.6,1,0.76,4,6,Happy,Working
U1172,61+,Male,0.29,0.57,0.33,0.38,0.62,990.8,29.9,56.2,8,45.7,2,-0.84,6,10,Unhappy,Working
U1173,26-40,Male,0.41,0.54,0.24,0.86,0.38,427.5,25.0,44.2,8,73.8,3,0.11,9,9,Neutral,Exploring
U1174,18-25,Male,0.75,0.69,0.81,0.57,0.43,863.3,19.3,70.5,8,15.8,4,0.65,2,8,Happy,Working
U1175,26-40,Male,0.53,0.25,0.25,0.78,0.53,581.5,23.5,39.3,2,27.2,1,0.97,4,5,Happy,Socializing
U1176,26-40,Female,0.36,0.34,0.37,0.46,0.22,217.4,27.5,44.5,10,23.2,2,0.45,10,10,Happy,Working
U1177,41-60,Male,0.32,0.35,0.69,0.27,0.26,817.8,18.3,39.2,8,39.9,1,-0.44,5,0,Unhappy,Relaxing
U1178,18-25,Male,0.43,0.72,0.49,0.67,0.68,738.8,18.7,63.7,2,22.5,1,0.4,8,10,Happy,Relaxing
U1179,41-60,Male,0.86,0.33,0.81,0.21,0.5,574.7,18.8,64.3,9,35.3,2,0.41,8,6,Happy,Working
U1180,26-40,Male,0.44,0.6,0.41,0.53,0.81,563.1,26.8,62.6,2,72.9,2,0.4,2,10,Happy,Exploring
U1181,61+,Female,0.89,0.35,0.21,0.33,0.69,178.7,24.0,50.8,4,61.1,1,0.71,6,0,Happy,Exploring
U1182,26-40,Female,0.54,0.8,0.41,0.64,0.21,690.3,22.4,35.0,5,8.1,1,-0.83,6,4,Unhappy,Socializing
U1183,26-40,Male,0.33,0.86,0.6,0.89,0.63,920.1,19.3,75.6,8,63.8,3,-0.78,5,8,Unhappy,Exploring
U1184,61+,Male,0.82,0.56,0.46,0.53,0.27,183.9,26.8,55.4,0,47.7,4,0.28,8,9,Happy,Socializing
U1185,18-25,Male,0.52,0.45,0.57,0.77,0.75,337.2,21.9,50.3,7,93.5,2,0.91,10,10,Happy,Socializing
U1186,61+,Male,0.7,0.36,0.81,0.56,0.89,912.1,21.2,59.4,3,28.9,3,-0.07,2,9,Neutral,Socializing
U1187,26-40,Male,0.89,0.23,0.84,0.55,0.57,355.9,25.8,39.6,9,72.6,2,0.92,2,8,Happy,Working
U1188,18-25,Female,0.24,0.39,0.39,0.85,0.68,688.5,24.7,36.6,6,73.1,4,0.88,7,0,Happy,Exploring
U1189,26-40,Female,0.27,0.66,0.52,0.82,0.37,581.3,22.3,50.3,5,22.2,3,0.81,9,5,Happy,Relaxing
U1190,41-60,Female,0.7,0.57,0.58,0.75,0.51,636.7,25.7,41.4,5,90.3,3,0.82,3,2,Happy,Socializing
U1191,18-25,Male,0.4,0.86,0.86,0.41,0.8,474.2,21.3,42.2,6,49.1,1,0.8,7,8,Happy,Relaxing
U1192,26-40,Male,0.33,0.48,0.9,0.58,0.32,370.0,27.5,74.6,3,67.9,2,0.64,3,2,Happy,Socializing
U1193,26-40,Female,0.23,0.69,0.36,0.36,0.39,143.7,20.8,56.5,5,14.6,2,0.39,6,1,Happy,Exploring
U1194,26-40,Female,0.22,0.54,0.71,0.51,0.51,769.9,19.9,54.2,2,25.8,2,-0.95,3,7,Unhappy,Working
U1195,18-25,Female,0.74,0.56,0.46,0.54,0.7,771.5,27.4,64.5,4,58.6,2,-0.74,1,2,Unhappy,Socializing
U1196,41-60,Male,0.29,0.39,0.21,0.78,0.46,703.7,26.5,77.6,1,31.9,2,-0.73,6,4,Unhappy,Socializing
U1197,61+,Female,0.53,0.52,0.21,0.83,0.85,679.3,20.2,35.6,2,50.0,3,-0.95,3,5,Unhappy,Relaxing
U1198,61+,Male,0.62,0.53,0.52,0.49,0.27,319.3,19.4,71.7,8,37.4,1,-0.77,1,9,Unhappy,Working
U1199,41-60,Female,0.5,0.69,0.54,0.21,0.46,120.1,28.1,59.2,5,64.1,2,0.84,5,9,Happy,Exploring
U1200,18-25,Female,0.22,0.86,0.22,0.8,0.7,827.8,27.3,37.3,2,48.7,1,0.33,8,0,Happy,Socializing
U1201,41-60,Female,0.75,0.43,0.68,0.32,0.36,542.0,21.9,44.9,1,0.5,1,-0.38,8,6,Unhappy,Exploring
U1202,18-25,Male,0.21,0.23,0.41,0.64,0.66,376.2,25.9,54.1,4,65.0,3,0.59,8,10,Happy,Working
U1203,18-25,Female,0.73,0.55,0.59,0.22,0.31,191.7,19.5,64.6,9,42.2,2,-0.02,3,6,Neutral,Relaxing
U1204,26-40,Male,0.83,0.58,0.41,0.48,0.24,156.4,24.1,42.1,4,34.2,2,-0.72,8,4,Unhappy,Working
U1205,26-40,Male,0.5,0.32,0.32,0.89,0.28,414.0,18.2,56.7,0,9.4,2,0.77,4,8,Happy,Working
U1206,41-60,Male,0.57,0.73,0.49,0.27,0.85,824.3,22.7,64.2,2,22.0,3,-0.32,8,10,Unhappy,Working
U1207,26-40,Female,0.53,0.89,0.36,0.5,0.59,926.9,18.9,52.4,6,22.4,2,0.4,3,1,Happy,Working
U1208,26-40,Male,0.47,0.86,0.57,0.42,0.76,907.1,23.7,73.2,8,93.5,4,-0.42,3,4,Unhappy,Exploring
U1209,18-25,Male,0.82,0.34,0.34,0.83,0.43,928.0,23.1,73.5,4,43.3,2,0.0,1,1,Neutral,Exploring
U1210,61+,Female,0.83,0.81,0.56,0.81,0.61,917.0,23.3,53.5,3,4.2,3,0.63,8,1,Happy,Relaxing
U1211,26-40,Male,0.44,0.69,0.31,0.37,0.55,574.5,18.5,78.6,2,13.9,2,-0.69,8,10,Unhappy,Socializing
